machine_code,sim_elapsed_s,profile,scenario,phase,vibration_mm_s,motor_power,temperature,humidity,current,charge,state,source
ARO-01,30,A_linear,healthy,pause,0.835,0.000,21.8,78.0,0.000,60.0,pause,labview_demo_csv
ARO-01,31,A_linear,healthy,pause,0.854,0.006,21.8,78.3,0.011,60.0,pause,labview_demo_csv
ARO-01,32,A_linear,healthy,pause,0.871,0.006,21.8,78.0,0.010,60.0,pause,labview_demo_csv
ARO-01,33,A_linear,healthy,pause,0.850,0.000,21.7,77.9,0.000,60.0,pause,labview_demo_csv
ARO-01,34,A_linear,healthy,pause,0.876,0.003,21.7,78.1,0.005,60.0,pause,labview_demo_csv
ARO-01,35,A_linear,healthy,pause,0.893,0.000,21.7,78.2,0.000,60.0,pause,labview_demo_csv
ARO-01,36,A_linear,healthy,pause,0.871,0.011,21.8,78.7,0.021,60.0,pause,labview_demo_csv
ARO-01,37,A_linear,healthy,pause,0.883,0.000,21.8,78.7,0.000,60.0,pause,labview_demo_csv
ARO-01,38,A_linear,healthy,pause,0.887,0.000,21.7,78.8,0.001,60.0,pause,labview_demo_csv
ARO-01,39,A_linear,healthy,pause,0.923,0.000,21.7,78.9,0.000,60.0,pause,labview_demo_csv
ARO-01,40,A_linear,healthy,pause,0.923,0.001,21.6,79.1,0.001,60.0,pause,labview_demo_csv
ARO-01,41,A_linear,healthy,pause,0.924,0.000,21.6,78.9,0.000,60.0,pause,labview_demo_csv
ARO-01,42,A_linear,healthy,pause,0.922,0.000,21.4,78.8,0.000,60.0,pause,labview_demo_csv
ARO-01,43,A_linear,healthy,pause,0.948,0.003,21.5,78.8,0.006,60.0,pause,labview_demo_csv
ARO-01,44,A_linear,healthy,ascent,0.937,0.557,21.4,78.8,1.004,60.0,ascent,labview_demo_csv
ARO-01,45,A_linear,healthy,ascent,0.939,0.569,21.5,78.9,1.027,60.0,ascent,labview_demo_csv
ARO-01,46,A_linear,healthy,ascent,0.976,0.560,21.6,79.1,1.010,60.0,ascent,labview_demo_csv
ARO-01,47,A_linear,healthy,ascent,0.974,0.558,21.6,79.0,1.008,60.0,ascent,labview_demo_csv
ARO-01,48,A_linear,healthy,ascent,0.977,0.566,21.7,79.0,1.020,60.0,ascent,labview_demo_csv
ARO-01,49,A_linear,healthy,ascent,0.997,0.552,21.7,78.9,0.997,60.0,ascent,labview_demo_csv
ARO-01,50,A_linear,healthy,ascent,0.962,0.566,21.8,79.0,1.021,60.0,ascent,labview_demo_csv
ARO-01,51,A_linear,healthy,ascent,0.986,0.560,21.9,79.1,1.011,60.0,ascent,labview_demo_csv
ARO-01,52,A_linear,healthy,ascent,0.960,0.556,22.0,79.2,1.002,60.0,ascent,labview_demo_csv
ARO-01,53,A_linear,healthy,ascent,0.970,0.564,22.0,79.3,1.018,60.0,ascent,labview_demo_csv
ARO-01,54,A_linear,healthy,ascent,0.969,0.559,22.2,79.1,1.009,60.0,ascent,labview_demo_csv
ARO-01,55,A_linear,healthy,ascent,0.975,0.558,22.2,79.2,1.007,60.0,ascent,labview_demo_csv
ARO-01,56,A_linear,healthy,descent,0.974,0.351,22.2,79.6,0.634,60.0,descent,labview_demo_csv
ARO-01,57,A_linear,healthy,descent,0.947,0.346,22.2,79.6,0.624,60.0,descent,labview_demo_csv
ARO-01,58,A_linear,healthy,descent,0.935,0.356,22.1,79.6,0.642,60.0,descent,labview_demo_csv
ARO-01,59,A_linear,healthy,descent,0.954,0.344,22.1,79.4,0.621,60.0,descent,labview_demo_csv
ARO-01,60,A_linear,healthy,descent,0.941,0.348,22.1,79.4,0.628,60.0,descent,labview_demo_csv
ARO-01,61,A_linear,healthy,descent,0.930,0.355,22.0,79.4,0.640,60.0,descent,labview_demo_csv
ARO-01,62,A_linear,healthy,descent,0.935,0.347,22.1,79.6,0.626,60.0,descent,labview_demo_csv
ARO-01,63,A_linear,healthy,descent,0.908,0.341,22.1,79.9,0.616,60.0,descent,labview_demo_csv
ARO-01,64,A_linear,healthy,descent,0.904,0.351,21.9,79.9,0.633,60.0,descent,labview_demo_csv
ARO-01,65,A_linear,healthy,descent,0.882,0.352,22.0,79.6,0.636,60.0,descent,labview_demo_csv
ARO-01,66,A_linear,healthy,descent,0.886,0.345,22.0,79.2,0.623,60.0,descent,labview_demo_csv
ARO-01,67,A_linear,healthy,descent,0.861,0.360,21.9,79.3,0.649,60.0,descent,labview_demo_csv
ARO-01,68,A_linear,healthy,pause,0.868,0.000,21.9,79.2,0.000,60.0,pause,labview_demo_csv
ARO-01,69,A_linear,healthy,pause,0.857,0.000,21.9,79.3,0.000,60.0,pause,labview_demo_csv
ARO-01,70,A_linear,healthy,pause,0.871,0.005,21.8,79.5,0.008,60.0,pause,labview_demo_csv
ARO-01,71,A_linear,healthy,pause,0.858,0.000,21.9,79.6,0.000,60.0,pause,labview_demo_csv
ARO-01,72,A_linear,healthy,pause,0.871,0.003,22.0,80.0,0.005,60.0,pause,labview_demo_csv
ARO-01,73,A_linear,healthy,pause,0.836,0.006,22.0,80.0,0.012,60.0,pause,labview_demo_csv
ARO-01,74,A_linear,healthy,pause,0.846,0.001,22.0,80.0,0.001,60.0,pause,labview_demo_csv
ARO-01,75,A_linear,healthy,pause,0.863,0.000,21.9,80.0,0.000,60.0,pause,labview_demo_csv
ARO-01,76,A_linear,healthy,pause,0.871,0.014,21.9,80.0,0.025,60.0,pause,labview_demo_csv
ARO-01,77,A_linear,healthy,pause,0.844,0.000,21.9,79.9,0.000,60.0,pause,labview_demo_csv
ARO-01,78,A_linear,healthy,pause,0.865,0.000,21.8,80.0,0.000,60.0,pause,labview_demo_csv
ARO-01,79,A_linear,healthy,pause,0.885,0.000,21.9,79.7,0.000,60.0,pause,labview_demo_csv
ARO-01,80,A_linear,healthy,pause,0.879,0.000,21.9,79.8,0.000,60.0,pause,labview_demo_csv
ARO-01,81,A_linear,healthy,pause,0.895,0.002,21.9,80.0,0.004,60.0,pause,labview_demo_csv
ARO-01,82,A_linear,healthy,pause,0.887,0.001,21.8,80.0,0.003,60.0,pause,labview_demo_csv
ARO-01,83,A_linear,healthy,pause,0.915,0.001,21.8,80.0,0.002,60.0,pause,labview_demo_csv
ARO-01,84,A_linear,healthy,pause,0.892,0.000,21.8,80.0,0.000,60.0,pause,labview_demo_csv
ARO-01,85,A_linear,healthy,pause,0.925,0.000,21.8,80.0,0.000,60.0,pause,labview_demo_csv
ARO-01,86,A_linear,healthy,pause,0.924,0.002,21.8,80.0,0.003,60.0,pause,labview_demo_csv
ARO-01,87,A_linear,healthy,pause,0.944,0.003,21.8,80.0,0.005,60.0,pause,labview_demo_csv
ARO-01,88,A_linear,healthy,ascent,0.937,0.557,21.8,79.8,1.004,60.0,ascent,labview_demo_csv
ARO-01,89,A_linear,healthy,ascent,0.950,0.563,21.9,79.9,1.015,60.0,ascent,labview_demo_csv
ARO-01,90,A_linear,healthy,ascent,0.969,0.543,21.8,79.9,0.979,60.0,ascent,labview_demo_csv
ARO-01,91,A_linear,healthy,ascent,0.970,0.559,21.9,79.6,1.009,60.0,ascent,labview_demo_csv
ARO-01,92,A_linear,healthy,ascent,0.962,0.549,22.0,79.7,0.991,60.0,ascent,labview_demo_csv
ARO-01,93,A_linear,healthy,ascent,0.957,0.561,22.0,79.7,1.012,60.0,ascent,labview_demo_csv
ARO-01,94,A_linear,healthy,ascent,0.984,0.561,22.1,79.9,1.013,60.0,ascent,labview_demo_csv
ARO-01,95,A_linear,healthy,ascent,0.965,0.560,22.2,79.9,1.010,60.0,ascent,labview_demo_csv
ARO-01,96,A_linear,healthy,ascent,0.986,0.562,22.3,79.9,1.015,60.0,ascent,labview_demo_csv
ARO-01,97,A_linear,healthy,ascent,0.965,0.556,22.3,80.0,1.003,60.0,ascent,labview_demo_csv
ARO-01,98,A_linear,healthy,ascent,0.952,0.555,22.4,80.0,1.001,60.0,ascent,labview_demo_csv
ARO-01,99,A_linear,healthy,ascent,0.974,0.572,22.4,80.0,1.032,60.0,ascent,labview_demo_csv
ARO-01,100,A_linear,healthy,descent,0.968,0.359,22.3,80.0,0.647,60.0,descent,labview_demo_csv
ARO-01,101,A_linear,healthy,descent,0.955,0.344,22.3,79.8,0.621,60.0,descent,labview_demo_csv
ARO-01,102,A_linear,healthy,descent,0.956,0.348,22.3,80.0,0.628,60.0,descent,labview_demo_csv
ARO-01,103,A_linear,healthy,descent,0.951,0.353,22.3,80.0,0.637,60.0,descent,labview_demo_csv
ARO-01,104,A_linear,healthy,descent,0.947,0.343,22.3,79.8,0.619,60.0,descent,labview_demo_csv
ARO-01,105,A_linear,healthy,descent,0.923,0.370,22.3,80.0,0.668,60.0,descent,labview_demo_csv
ARO-01,106,A_linear,healthy,descent,0.938,0.359,22.4,79.8,0.647,60.0,descent,labview_demo_csv
ARO-01,107,A_linear,healthy,descent,0.892,0.347,22.4,79.8,0.625,60.0,descent,labview_demo_csv
ARO-01,108,A_linear,healthy,descent,0.903,0.345,22.4,80.0,0.622,60.0,descent,labview_demo_csv
ARO-01,109,A_linear,healthy,descent,0.902,0.354,22.4,79.8,0.638,60.0,descent,labview_demo_csv
ARO-01,110,A_linear,healthy,descent,0.886,0.352,22.4,79.8,0.634,60.0,descent,labview_demo_csv
ARO-01,111,A_linear,healthy,descent,0.889,0.362,22.4,80.0,0.653,60.0,descent,labview_demo_csv
ARO-01,112,A_linear,healthy,pause,0.876,0.007,22.4,79.6,0.012,60.0,pause,labview_demo_csv
ARO-01,113,A_linear,healthy,pause,0.866,0.000,22.3,79.2,0.000,60.0,pause,labview_demo_csv
ARO-01,114,A_linear,healthy,pause,0.850,0.001,22.3,79.2,0.002,60.0,pause,labview_demo_csv
ARO-01,115,A_linear,healthy,pause,0.877,0.002,22.3,79.3,0.004,60.0,pause,labview_demo_csv
ARO-01,116,A_linear,healthy,pause,0.855,0.000,22.3,79.3,0.000,60.0,pause,labview_demo_csv
ARO-01,117,A_linear,healthy,pause,0.841,0.000,22.3,79.6,0.000,60.0,pause,labview_demo_csv
ARO-01,118,A_linear,healthy,pause,0.861,0.001,22.4,79.3,0.002,60.0,pause,labview_demo_csv
ARO-01,119,A_linear,healthy,pause,0.863,0.000,22.5,79.4,0.000,60.0,pause,labview_demo_csv
ARO-01,120,A_linear,healthy,pause,0.851,0.002,22.4,79.3,0.004,60.0,pause,labview_demo_csv
ARO-01,121,A_linear,healthy,pause,0.854,0.000,22.4,79.2,0.000,60.0,pause,labview_demo_csv
ARO-01,122,A_linear,healthy,pause,0.879,0.005,22.4,79.2,0.010,60.0,pause,labview_demo_csv
ARO-01,123,A_linear,healthy,pause,0.864,0.010,22.4,79.1,0.018,60.0,pause,labview_demo_csv
ARO-01,124,A_linear,healthy,pause,0.866,0.005,22.4,79.2,0.009,60.0,pause,labview_demo_csv
ARO-01,125,A_linear,healthy,pause,0.886,0.000,22.5,79.3,0.000,60.0,pause,labview_demo_csv
ARO-01,126,A_linear,healthy,pause,0.886,0.000,22.4,79.3,0.000,60.0,pause,labview_demo_csv
ARO-01,127,A_linear,healthy,pause,0.896,0.000,22.4,79.3,0.000,60.0,pause,labview_demo_csv
ARO-01,128,A_linear,healthy,pause,0.927,0.004,22.5,79.3,0.008,60.0,pause,labview_demo_csv
ARO-01,129,A_linear,healthy,pause,0.940,0.007,22.5,79.5,0.012,60.0,pause,labview_demo_csv
ARO-01,130,A_linear,healthy,pause,0.934,0.000,22.5,79.8,0.000,60.0,pause,labview_demo_csv
ARO-01,131,A_linear,healthy,pause,0.938,0.008,22.4,79.9,0.015,60.0,pause,labview_demo_csv
ARO-01,132,A_linear,healthy,ascent,0.946,0.553,22.4,79.7,0.998,60.0,ascent,labview_demo_csv
ARO-01,133,A_linear,healthy,ascent,0.965,0.564,22.4,79.6,1.018,60.0,ascent,labview_demo_csv
ARO-01,134,A_linear,healthy,ascent,0.947,0.549,22.4,79.6,0.990,60.0,ascent,labview_demo_csv
ARO-01,135,A_linear,healthy,ascent,0.952,0.560,22.4,79.8,1.011,60.0,ascent,labview_demo_csv
ARO-01,136,A_linear,healthy,ascent,1.000,0.551,22.5,79.6,0.995,60.0,ascent,labview_demo_csv
ARO-01,137,A_linear,healthy,ascent,0.969,0.569,22.6,79.4,1.027,60.0,ascent,labview_demo_csv
ARO-01,138,A_linear,healthy,ascent,0.972,0.569,22.7,79.4,1.026,60.0,ascent,labview_demo_csv
ARO-01,139,A_linear,healthy,ascent,0.978,0.561,22.8,79.4,1.011,60.0,ascent,labview_demo_csv
ARO-01,140,A_linear,healthy,ascent,0.990,0.551,22.8,79.6,0.994,60.0,ascent,labview_demo_csv
ARO-01,141,A_linear,healthy,ascent,0.975,0.563,22.8,79.5,1.015,60.0,ascent,labview_demo_csv
ARO-01,142,A_linear,healthy,ascent,0.962,0.551,22.8,79.7,0.994,60.0,ascent,labview_demo_csv
ARO-01,143,A_linear,healthy,ascent,0.994,0.566,22.8,79.7,1.021,60.0,ascent,labview_demo_csv
ARO-01,144,A_linear,healthy,descent,0.939,0.359,22.9,79.6,0.647,60.0,descent,labview_demo_csv
ARO-01,145,A_linear,healthy,descent,0.963,0.343,22.8,79.5,0.618,60.0,descent,labview_demo_csv
ARO-01,146,A_linear,healthy,descent,0.957,0.343,22.9,79.5,0.619,60.0,descent,labview_demo_csv
ARO-01,147,A_linear,healthy,descent,0.937,0.358,22.9,79.7,0.647,60.0,descent,labview_demo_csv
ARO-01,148,A_linear,healthy,descent,0.938,0.357,23.0,79.5,0.644,60.0,descent,labview_demo_csv
ARO-01,149,A_linear,healthy,descent,0.923,0.350,23.0,79.1,0.631,60.0,descent,labview_demo_csv
ARO-01,150,A_linear,healthy,descent,0.912,0.335,23.2,78.9,0.604,60.0,descent,labview_demo_csv
ARO-01,151,A_linear,healthy,descent,0.912,0.353,23.2,78.8,0.637,60.0,descent,labview_demo_csv
ARO-01,152,A_linear,healthy,descent,0.923,0.352,23.3,78.9,0.635,60.0,descent,labview_demo_csv
ARO-01,153,A_linear,healthy,descent,0.897,0.352,23.3,79.0,0.635,60.0,descent,labview_demo_csv
ARO-01,154,A_linear,healthy,descent,0.874,0.369,23.3,79.4,0.666,60.0,descent,labview_demo_csv
ARO-01,155,A_linear,healthy,descent,0.889,0.352,23.2,79.5,0.635,60.0,descent,labview_demo_csv
ARO-01,156,A_linear,healthy,pause,0.869,0.005,23.2,79.8,0.009,60.0,pause,labview_demo_csv
ARO-01,157,A_linear,healthy,pause,0.878,0.007,23.2,79.8,0.012,60.0,pause,labview_demo_csv
ARO-01,158,A_linear,healthy,pause,0.851,0.008,23.1,80.0,0.015,60.0,pause,labview_demo_csv
ARO-01,159,A_linear,healthy,pause,0.840,0.002,23.0,80.0,0.003,60.0,pause,labview_demo_csv
ARO-01,160,A_linear,healthy,pause,0.861,0.000,23.0,79.8,0.000,60.0,pause,labview_demo_csv
ARO-01,161,A_linear,healthy,pause,0.857,0.000,22.9,80.0,0.000,60.0,pause,labview_demo_csv
ARO-01,162,A_linear,healthy,pause,0.884,0.000,23.0,80.0,0.000,60.0,pause,labview_demo_csv
ARO-01,163,A_linear,healthy,pause,0.853,0.006,23.0,79.8,0.010,60.0,pause,labview_demo_csv
ARO-01,164,A_linear,healthy,pause,0.870,0.003,22.9,79.7,0.005,60.0,pause,labview_demo_csv
ARO-01,165,A_linear,healthy,pause,0.858,0.014,23.0,79.4,0.025,60.0,pause,labview_demo_csv
ARO-01,166,A_linear,healthy,pause,0.876,0.000,23.0,79.2,0.000,60.0,pause,labview_demo_csv
ARO-01,167,A_linear,healthy,pause,0.850,0.008,23.1,79.4,0.015,60.0,pause,labview_demo_csv
ARO-01,168,A_linear,healthy,pause,0.883,0.002,23.1,79.5,0.004,60.0,pause,labview_demo_csv
ARO-01,169,A_linear,healthy,pause,0.864,0.011,23.0,79.5,0.021,60.0,pause,labview_demo_csv
ARO-01,170,A_linear,healthy,pause,0.902,0.003,23.0,79.5,0.006,60.0,pause,labview_demo_csv
ARO-01,171,A_linear,healthy,pause,0.885,0.000,22.9,79.6,0.000,60.0,pause,labview_demo_csv
ARO-01,172,A_linear,healthy,pause,0.913,0.000,23.0,79.9,0.000,60.0,pause,labview_demo_csv
ARO-01,173,A_linear,healthy,pause,0.904,0.002,22.9,79.8,0.004,60.0,pause,labview_demo_csv
ARO-01,174,A_linear,healthy,pause,0.940,0.000,22.9,79.8,0.000,60.0,pause,labview_demo_csv
ARO-01,175,A_linear,healthy,pause,0.925,0.000,22.9,80.0,0.000,60.0,pause,labview_demo_csv
ARO-01,176,A_linear,healthy,ascent,0.949,0.627,23.1,79.8,1.131,75.0,ascent,labview_demo_csv
ARO-01,177,A_linear,healthy,ascent,0.961,0.630,23.2,79.7,1.136,75.0,ascent,labview_demo_csv
ARO-01,178,A_linear,healthy,ascent,0.973,0.625,23.1,80.0,1.128,75.0,ascent,labview_demo_csv
ARO-01,179,A_linear,healthy,ascent,0.944,0.629,23.2,80.0,1.135,75.0,ascent,labview_demo_csv
ARO-01,180,A_linear,healthy,ascent,0.957,0.625,23.1,80.0,1.128,75.0,ascent,labview_demo_csv
ARO-01,181,A_linear,healthy,ascent,1.001,0.628,23.2,79.8,1.132,75.0,ascent,labview_demo_csv
ARO-01,182,A_linear,healthy,ascent,0.978,0.627,23.2,79.9,1.131,75.0,ascent,labview_demo_csv
ARO-01,183,A_linear,healthy,ascent,0.971,0.622,23.3,79.8,1.123,75.0,ascent,labview_demo_csv
ARO-01,184,A_linear,healthy,ascent,0.979,0.627,23.4,79.6,1.131,75.0,ascent,labview_demo_csv
ARO-01,185,A_linear,healthy,ascent,0.979,0.626,23.4,79.6,1.129,75.0,ascent,labview_demo_csv
ARO-01,186,A_linear,healthy,ascent,0.974,0.624,23.5,79.4,1.125,75.0,ascent,labview_demo_csv
ARO-01,187,A_linear,healthy,ascent,0.961,0.627,23.5,79.5,1.131,75.0,ascent,labview_demo_csv
ARO-01,188,A_linear,healthy,descent,0.958,0.344,23.4,79.5,0.622,75.0,descent,labview_demo_csv
ARO-01,189,A_linear,healthy,descent,0.964,0.349,23.4,79.6,0.629,75.0,descent,labview_demo_csv
ARO-01,190,A_linear,healthy,descent,0.938,0.354,23.4,79.4,0.638,75.0,descent,labview_demo_csv
ARO-01,191,A_linear,healthy,descent,0.950,0.358,23.4,79.2,0.646,75.0,descent,labview_demo_csv
ARO-01,192,A_linear,healthy,descent,0.940,0.345,23.3,79.1,0.622,75.0,descent,labview_demo_csv
ARO-01,193,A_linear,healthy,descent,0.935,0.353,23.3,78.8,0.636,75.0,descent,labview_demo_csv
ARO-01,194,A_linear,healthy,descent,0.927,0.351,23.3,78.6,0.634,75.0,descent,labview_demo_csv
ARO-01,195,A_linear,healthy,descent,0.898,0.337,23.3,79.0,0.607,75.0,descent,labview_demo_csv
ARO-01,196,A_linear,healthy,descent,0.918,0.352,23.3,79.0,0.635,75.0,descent,labview_demo_csv
ARO-01,197,A_linear,healthy,descent,0.885,0.343,23.3,79.0,0.619,75.0,descent,labview_demo_csv
ARO-01,198,A_linear,healthy,descent,0.885,0.346,23.2,79.1,0.624,75.0,descent,labview_demo_csv
ARO-01,199,A_linear,healthy,descent,0.869,0.350,23.1,79.5,0.631,75.0,descent,labview_demo_csv
ARO-01,200,A_linear,healthy,pause,0.876,0.000,23.0,79.5,0.000,75.0,pause,labview_demo_csv
ARO-01,201,A_linear,healthy,pause,0.867,0.002,23.0,79.5,0.003,75.0,pause,labview_demo_csv
ARO-01,202,A_linear,healthy,pause,0.851,0.000,23.0,79.4,0.000,75.0,pause,labview_demo_csv
ARO-01,203,A_linear,healthy,pause,0.869,0.000,23.0,79.3,0.000,75.0,pause,labview_demo_csv
ARO-01,204,A_linear,healthy,pause,0.868,0.002,23.0,79.3,0.004,75.0,pause,labview_demo_csv
ARO-01,205,A_linear,healthy,pause,0.847,0.000,23.0,79.1,0.000,75.0,pause,labview_demo_csv
ARO-01,206,A_linear,healthy,pause,0.853,0.009,22.9,79.2,0.016,75.0,pause,labview_demo_csv
ARO-01,207,A_linear,healthy,pause,0.861,0.000,22.9,79.3,0.000,75.0,pause,labview_demo_csv
ARO-01,208,A_linear,healthy,pause,0.854,0.000,22.8,79.1,0.000,75.0,pause,labview_demo_csv
ARO-01,209,A_linear,healthy,pause,0.852,0.000,22.8,79.1,0.000,75.0,pause,labview_demo_csv
ARO-01,210,A_linear,healthy,pause,0.860,0.000,22.9,79.0,0.000,75.0,pause,labview_demo_csv
ARO-01,211,A_linear,healthy,pause,0.871,0.005,22.9,79.1,0.009,75.0,pause,labview_demo_csv
ARO-01,212,A_linear,healthy,pause,0.883,0.006,23.0,78.9,0.011,75.0,pause,labview_demo_csv
ARO-01,213,A_linear,healthy,pause,0.899,0.006,22.9,78.9,0.010,75.0,pause,labview_demo_csv
ARO-01,214,A_linear,healthy,pause,0.875,0.001,22.9,78.8,0.002,75.0,pause,labview_demo_csv
ARO-01,215,A_linear,healthy,pause,0.925,0.004,22.9,78.8,0.007,75.0,pause,labview_demo_csv
ARO-01,216,A_linear,healthy,pause,0.928,0.010,22.9,79.1,0.019,75.0,pause,labview_demo_csv
ARO-01,217,A_linear,healthy,pause,0.912,0.010,23.0,78.9,0.018,75.0,pause,labview_demo_csv
ARO-01,218,A_linear,healthy,pause,0.930,0.009,22.9,79.0,0.016,75.0,pause,labview_demo_csv
ARO-01,219,A_linear,healthy,pause,0.934,0.000,22.9,79.3,0.000,75.0,pause,labview_demo_csv
ARO-01,220,A_linear,healthy,ascent,0.951,0.447,23.0,79.0,0.807,30.0,ascent,labview_demo_csv
ARO-01,221,A_linear,healthy,ascent,0.929,0.428,23.1,79.1,0.772,30.0,ascent,labview_demo_csv
ARO-01,222,A_linear,healthy,ascent,0.961,0.430,23.2,79.4,0.775,30.0,ascent,labview_demo_csv
ARO-01,223,A_linear,healthy,ascent,0.968,0.427,23.2,79.3,0.770,30.0,ascent,labview_demo_csv
ARO-01,224,A_linear,healthy,ascent,0.976,0.432,23.2,79.4,0.780,30.0,ascent,labview_demo_csv
ARO-01,225,A_linear,healthy,ascent,0.968,0.430,23.2,79.2,0.776,30.0,ascent,labview_demo_csv
ARO-01,226,A_linear,healthy,ascent,0.972,0.433,23.3,79.3,0.781,30.0,ascent,labview_demo_csv
ARO-01,227,A_linear,healthy,ascent,0.979,0.427,23.3,79.2,0.770,30.0,ascent,labview_demo_csv
ARO-01,228,A_linear,healthy,ascent,0.987,0.425,23.2,79.3,0.768,30.0,ascent,labview_demo_csv
ARO-01,229,A_linear,healthy,ascent,0.966,0.433,23.2,79.3,0.782,30.0,ascent,labview_demo_csv
ARO-01,230,A_linear,healthy,ascent,0.981,0.430,23.3,79.4,0.776,30.0,ascent,labview_demo_csv
ARO-01,231,A_linear,healthy,ascent,0.978,0.425,23.4,79.2,0.768,30.0,ascent,labview_demo_csv
ARO-01,232,A_linear,healthy,descent,0.980,0.345,23.5,79.2,0.622,30.0,descent,labview_demo_csv
ARO-01,233,A_linear,healthy,descent,0.958,0.349,23.5,79.0,0.630,30.0,descent,labview_demo_csv
ARO-01,234,A_linear,healthy,descent,0.957,0.354,23.6,79.1,0.639,30.0,descent,labview_demo_csv
ARO-01,235,A_linear,healthy,descent,0.937,0.345,23.6,79.2,0.622,30.0,descent,labview_demo_csv
ARO-01,236,A_linear,healthy,descent,0.937,0.344,23.7,79.3,0.620,30.0,descent,labview_demo_csv
ARO-01,237,A_linear,healthy,descent,0.946,0.341,23.7,79.1,0.615,30.0,descent,labview_demo_csv
ARO-01,238,A_linear,healthy,descent,0.930,0.360,23.7,79.0,0.650,30.0,descent,labview_demo_csv
ARO-01,239,A_linear,healthy,descent,0.928,0.353,23.8,78.8,0.636,30.0,descent,labview_demo_csv
ARO-01,240,A_linear,healthy,descent,0.924,0.359,23.8,78.8,0.648,30.0,descent,labview_demo_csv
ARO-01,241,A_linear,healthy,descent,0.904,0.347,23.8,78.9,0.626,30.0,descent,labview_demo_csv
ARO-01,242,A_linear,healthy,descent,0.864,0.353,23.8,78.8,0.638,30.0,descent,labview_demo_csv
ARO-01,243,A_linear,healthy,descent,0.882,0.353,23.9,78.8,0.636,30.0,descent,labview_demo_csv
ARO-01,244,A_linear,healthy,pause,0.883,0.013,23.8,78.6,0.024,30.0,pause,labview_demo_csv
